cnpj,raiz_cnpj,matriz_filial,razao_social,opcao_pelo_simples,capital_social
34289648000141,34289648,MATRIZ,SAFE CLOUD CONSULTORIA EM TECNOLOGIA LTDA,SIM,120000
34433851000140,34433851,MATRIZ,OTTO TECNOLOGIA E DESENVOLVIMENTO DE SOFTWARE S.A.,NAO,3500000
34525284000151,34525284,MATRIZ,ZEROBOX SERVICOS EM COMPUTACAO NA NUVEM LTDA,NAO,30000
34553881000190,34553881,MATRIZ,M99 SISTEMAS E ENGENHARIA LTDA,SIM,49900
34554363000190,34554363,MATRIZ,ANELLO TECNOLOGIA LTDA,SIM,50000
34595403000142,34595403,MATRIZ,BUTIK INTELIGENCIA APLICADA LTDA,SIM,1000
34660346000138,34660346,MATRIZ,DATARUNK SOLUCOES EM TECNOLOGIA DA INFORMACAO LTDA,SIM,40000
34719768000131,34719768,MATRIZ,D-LOG TECNOLOGIA DA INFORMACAO EIRELI,SIM,110000
34758830000102,34758830,MATRIZ,DANILO CALVO ZENI - ZENI WEB CONSULTORIA EM TECNOLOGIA DA INFORMACAO,SIM,2000
34770395000123,34770395,MATRIZ,VFSOFT SOLUCOES EM TECNOLOGIA LTDA,SIM,5000
34816718000172,34816718,MATRIZ,PARENTE ASSESSORIA E CONSULTORIA EM TECNOLOGIA DA INFORMACAO LTDA,NAO,5000
34829222000133,34829222,MATRIZ,SHERPA SOLUCOES EM SISTEMAS DE INFORMACAO LTDA,SIM,15000
34849750000154,34849750,MATRIZ,DATAFROST TECNOLOGIA DA INFORMACAO LTDA.,NAO,500000
34914613000156,34914613,MATRIZ,DJEISON ALBERTO KANITZ LTDA,SIM,40000
34952866000114,34952866,MATRIZ,CONTROLDATA TECNOLOGIA LTDA,NAO,10000
35054380000121,35054380,MATRIZ,OCTIS CONSULTORIA LTDA,SIM,9000
35063002000104,35063002,MATRIZ,D2SMART CONSULTORIA EM TECNOLOGIA LTDA,SIM,10000
35081130000180,35081130,MATRIZ,F11 TECNOLOGIA LTDA,SIM,1000
35118515000175,35118515,MATRIZ,PLYS SERVICOS DE TECNOLOGIA LTDA,SIM,15000
35140820000163,35140820,MATRIZ,COINOVAC CONSULTORIA EM INFORMATICA LTDA,NAO,20000
35143923000187,35143923,MATRIZ,HEIMDALL TECNOLOGIA DA INFORMACAO LTDA,SIM,2000
35259520000106,35259520,MATRIZ,JOINSAP CONSULTORIA LTDA,SIM,60000
35324257000183,35324257,MATRIZ,VANZETTO E CAMPOS CONSULTORIA EM SOFTWARE LTDA,SIM,58000
35333643000131,35333643,MATRIZ,GORDION CONSULTORIA EMPRESARIAL LTDA,SIM,3000
35362926000101,35362926,MATRIZ,ADAC TECNOLOGIA DE INFORMACAO LTDA,SIM,40000
35375291000187,35375291,MATRIZ,DARTHPOYO SERVICOS DE CONSULTORIA EM TECNOLOGIA DA INFORMACAO LTDA,SIM,1000
35417709000171,35417709,MATRIZ,BINSTORM CONSULTORIA EM TECNOLOGIA DA INFORMACAO LTDA,SIM,30000
35458529000138,35458529,MATRIZ,CST IT COMERCIO E SERVICOS LTDA,SIM,1000
35486795000174,35486795,MATRIZ,A2CORP CONSULTORIA E EVENTOS EIRELI,SIM,99800
35585732000175,35585732,MATRIZ,DEX IT SOLUCOES EM TECNOLOGIA DA INFORMACAO LTDA,SIM,30000
35587650000160,35587650,MATRIZ,MEXTECH CONSULTORIA TECNOLOGICA LTDA,SIM,10000
35630160000107,35630160,MATRIZ,BIM START SERVICOS TECNOLOGICOS LTDA - SCP,NAO,335000
35647638000101,35647638,MATRIZ,SKY SEND FACILITADORA DE SERVICOS DE TECNOLOGIA LTDA,NAO,100000
35679751000160,35679751,MATRIZ,ARTUR FELIPE WENDLING LTDA,SIM,20000
35749625000135,35749625,MATRIZ,CONCAT ALL - SERVICOS EM TECNOLOGIA DA INFORMACAO LTDA,SIM,10000
35801157000109,35801157,MATRIZ,RASTRA SERVICO DE TECNOLOGIA SUSTENTAVEL LTDA,NAO,6000
35829508000181,35829508,MATRIZ,INSTITUTO BRASILEIRO DE PROTECAO DE DADOS LTDA,SIM,3000
35898518000179,35898518,MATRIZ,SETTTLE TECNOLOGIA LTDA,SIM,1000
36005389000105,36005389,MATRIZ,VEIGA CONSULTORIA EM INFORMATICA LTDA,SIM,5000
36005539000180,36005539,MATRIZ,MAGNADATA PRESTACAO DE SERVICOS EM TECNOLOGIA DA INFORMACAO LTDA,SIM,10000
36058673000140,36058673,MATRIZ,JOAO GUILHERME CORREA HARGER,SIM,20000
36152755000159,36152755,MATRIZ,DX.CO DESENVOLVIMENTO DE SOFTWARE LTDA.,NAO,2478490
36260526000158,36260526,MATRIZ,JOY SOLUCOES E TECNOLOGIA LTDA,SIM,50000
36325775000184,36325775,MATRIZ,MAX SISTEMAS DE INFORMATICA E CONSULTORIA FINANCEIRA LTDA,NAO,100000
36348088000184,36348088,MATRIZ,REND - SERVICOS DE TECNOLOGIA DE INFORMACAO LTDA,SIM,10000
36353517000101,36353517,MATRIZ,ABRANTECK TI SOLUCOES EMPRESARIAIS LTDA,SIM,10000
36371866000156,36371866,MATRIZ,C RUIVO DA SLVA - TECNOLOGIA EM INFORMACAO E NEGOCIOS,SIM,5000
36381943000159,36381943,MATRIZ,AV ENGENHARIA E COMERCIO LTDA,SIM,5000
36421471000110,36421471,MATRIZ,MARCELO FRANTZ DESENVOLVIMENTO LTDA,SIM,1000
36467291000170,36467291,MATRIZ,TK TECHNOLOGIES CONSULTORIA EM TECNOLOGIA DA INFORMACAO LTDA,NAO,10000
36474896000198,36474896,MATRIZ,JONAS TERTULIANO DOS SANTOS EIRELI,SIM,104500
36498908000114,36498908,MATRIZ,SAFE TI CONSULTORIA EM INFORMATICA LTDA,NAO,6000
36526329000138,36526329,MATRIZ,CXD CONSULTORIA E DESENVOLVIMENTO EM TECNOLOGIA DA INFORMACAO LTDA,SIM,10000
36562986000130,36562986,MATRIZ,4LABS TECNOLOGIA DA INFORMACAO E CIENCIA DE DADOS LTDA,NAO,60000
36568185000182,36568185,MATRIZ,MBL DESENVOLVIMENTO TECNOLOGICO LTDA,SIM,30000
36570041000160,36570041,MATRIZ,RTC CONSULTORIA EM TECNOLOGIA DA INFORMACAO LTDA,NAO,20000
36624321000104,36624321,MATRIZ,CONSORCIO THALES,NAO,0
36644876000118,36644876,MATRIZ,THEOBALD CONSULTORIA EM TECNOLOGIA DA INFORMACAO LTDA,NAO,1000
36699438000157,36699438,MATRIZ,GIANO GESTAO DE RISCOS EM SEGURANCA DA INFORMACAO LTDA,SIM,1000
36716381000157,36716381,MATRIZ,NASTECH TECNOLOGIA DA INFORMACAO LTDA,SIM,5000
36718756000118,36718756,MATRIZ,ALCANCE CONSULTORIA DE MARKETING LTDA,SIM,30000
36730259000135,36730259,MATRIZ,RCUBE SERVICOS DE CONSULTORIA EM TECNOLOGIA DA INFORMACAO LTDA,SIM,1000
36734254000180,36734254,MATRIZ,COLLISION INTELLIGENCE LABS SERVICOS DE SEGURANCA DA INFORMACAO LTDA,SIM,1200
36806175000138,36806175,MATRIZ,SELLER CENTER SISTEMAS DE INTEGRACAO LTDA,SIM,1000
36820730000186,36820730,MATRIZ,SAFERA - ASSESSORIA E CONSULTORIA EM PROTECAO DE DADOS LTDA,SIM,100000
36869780000158,36869780,MATRIZ,TAG TECNOLOGIA EM GESTAO DE PAGAMENTOS S/A,NAO,500000
36909144000102,36909144,MATRIZ,INFOREJO CONSULTORIA EM TECNOLOGIA LTDA,NAO,50000
36949399000107,36949399,MATRIZ,GFISCHER CONSULTORIA E TECNOLOGIA EIRELI,SIM,104500
36958093000109,36958093,MATRIZ,"ACE CONSULTORIA E SERVICOS EM TECNOLOGIA DA INFORMACAO, MARKETING E NEGOCIOS DIGITAIS LTDA",SIM,2000
36969195000120,36969195,MATRIZ,J E SOLUCOES EM TECNOLOGIA LTDA,SIM,5000
36993305000199,36993305,MATRIZ,NAXI SERVICO DE TECNOLOGIA E CONSULTORIA LTDA,NAO,10000
37077182000109,37077182,MATRIZ,EMAILVERITAS TECNOLOGIA LTDA,SIM,20000
37177621000155,37177621,MATRIZ,E.S.T - SOLUCOES TECNOLOGICAS LTDA,SIM,30000
37178108000189,37178108,MATRIZ,LUCAS ELIAS FREIBERGER,SIM,2000
37221153000179,37221153,MATRIZ,DATAPUSH SERVICOS & CONSULTORIA EM TECNOLOGIA DA INFORMACAO LTDA,NAO,1000
37229264000121,37229264,MATRIZ,PRUMO SERVICOS DE CONSULTORIA EM E-COMMERCE LTDA,SIM,10000
37531139000171,37531139,MATRIZ,PRESS START SERVICOS DE CONSULTORIA NA INTERNET LTDA,SIM,3500
37532711000117,37532711,MATRIZ,ALEXANDRE AUGUSTO DIAS RAMOS HUFFELL VIOLA,SIM,50000
37538993000160,37538993,MATRIZ,GREAT IDEA GLOBAL TECNOLOGIA LTDA,NAO,5000
37539604000110,37539604,MATRIZ,"HUBALFA+ CONSULTORIA EMPRESARIAL, ENGENHARIA, TECNOLOGIA E EDUCACAO LTDA",SIM,4990
37557245000124,37557245,MATRIZ,VPX TECNOLOGIA LTDA,NAO,100000
37557582000111,37557582,MATRIZ,MOTTA E MOTTA SERVICOS DE TECNOLOGIA E CONSULTORIA LTDA,SIM,228000
37612212000130,37612212,MATRIZ,R & A CONSULTORIA LTDA,SIM,10000
37650364000127,37650364,MATRIZ,PRIMORDIALL TECNOLOGIA & NEGOCIOS LTDA,NAO,30000
37658745000152,37658745,MATRIZ,ALFA TECH COMERCIO E SERVICO LTDA,SIM,1000
37671084000103,37671084,MATRIZ,IOTRIXX SOLUCOES EM INFORMATICA E COMUNICACAO LTDA,SIM,60000
37915955000189,37915955,MATRIZ,TYPHOON HIL (BR) CONSULTORIA E TREINAMENTO DE SOFTWARE LTDA,SIM,10000
37989501000152,37989501,MATRIZ,DM CLOUD & DEVOPS SERVICOS DE TECNOLOGIA LTDA,SIM,1000
38007294000156,38007294,MATRIZ,G&D TECNOLOGIA DA INFORMACAO LTDA,SIM,10000
38026554000130,38026554,MATRIZ,ALVO SYSTEM LTDA,SIM,3000
38028982000100,38028982,MATRIZ,AGAPYS TECNOLOGIA DA INFORMACAO RPAIDEA LTDA,NAO,10000
38045543000106,38045543,MATRIZ,MERAKI CONSULTORIA EM TECNOLOGIA DA INFORMACAO LTDA,SIM,10000
38143840000186,38143840,MATRIZ,TBMP CONSULTORIA DA INFORMACAO LTDA,SIM,2000
38212298000176,38212298,MATRIZ,PSAINFO PRESTACAO DE SERVICOS DE INFORMATICA LTDA - SCP 002,NAO,20000
38235218000106,38235218,MATRIZ,RICARDO SANTOS CONSULTORIA EM SOFTWARE LTDA.,NAO,10000
38475698000174,38475698,MATRIZ,HOLDING KIND OUTSIDERS LTDA,SIM,1000
38535151000117,38535151,MATRIZ,INSIGHT SERVICOS DE CONSULTORIA EM TECNOLOGIA DA INFORMACAO LTDA,SIM,1000
38560118000147,38560118,MATRIZ,CARUSO TECNOLOGIA & INTELIGENCIA GEOGRAFICA LTDA,NAO,100000
38560722000173,38560722,MATRIZ,WR CONSULT LTDA,SIM,10000
38597881000142,38597881,MATRIZ,X.DIGITAL BRASIL SEGURANCA DA INFORMACAO LTDA,SIM,250000
38731500000176,38731500,MATRIZ,ACTA TECH SERVICOS DE CONSULTORIA EM TECNOLOGIA DA INFORMACAO LTDA,SIM,12000
38974286000189,38974286,MATRIZ,RENOVRETAIL - RENOVACAO EM TECNOLOGIA PARA O VAREJO S/A,NAO,5000
39233445000157,39233445,MATRIZ,I HUMAN TECNOLOGIA CONSULTORIA EM TECNOLOGIA DA INFORMACAO LTDA,NAO,100000
39331535000180,39331535,MATRIZ,PRUX SOLUCOES DIGITAIS LTDA,SIM,1000
39355783000161,39355783,MATRIZ,BERGOLD TECH CONSULTORIA EIRELI,SIM,200000
39416257000164,39416257,MATRIZ,INTEPEX SOLUCOES LTDA,SIM,25000
39456186000123,39456186,MATRIZ,MICHELLI DA SILVA COSTA,SIM,10000
39469328000197,39469328,MATRIZ,MIVA TECNOLOGIA LTDA,SIM,20000
39473671000105,39473671,MATRIZ,CLARISSA CECCHIN CONSULTORIA EM TECNOLOGIA DA INFORMACAO LTDA,SIM,5000
39485326000191,39485326,MATRIZ,R & R ALVES DA SILVA CONSULTORIA LTDA,SIM,30000
39512527000130,39512527,MATRIZ,SIKUR CONSULTORIA E GESTAO EMPRESARIAL LTDA - SCP,NAO,1000
39565812000110,39565812,MATRIZ,REZENA TI LTDA,SIM,10000
39679772000137,39679772,MATRIZ,ALLIE TECNOLOGIA LTDA,NAO,20000
39781465000162,39781465,MATRIZ,PORTODEV CONSULTORIA E TECNOLOGIA LTDA,SIM,1000
39836609000130,39836609,MATRIZ,BIODATA CONSULTORIA EM AVALIACAO GENETICA E CIENCIA DE DADOS LTDA.,SIM,40000
39937682000107,39937682,MATRIZ,PATERA INC TECNOLOGIA DA INFORMACAO LTDA,SIM,1000
39951337000110,39951337,MATRIZ,LAB OF CODES SOLUCOES DIGITAIS LTDA,SIM,1000
40019793000105,40019793,MATRIZ,MAASLO CONSULTORIA LTDA,SIM,10000
40093823000123,40093823,MATRIZ,FRANZONI CONSULTORIA EM TECNOLOGIA DA INFORMACAO LTDA,SIM,1500
40188443000172,40188443,MATRIZ,CSMA SERVICOS DE AUTOMACAO LTDA,SIM,0
40194256000100,40194256,MATRIZ,ERUTRON TECNOLOGIA LTDA,SIM,50000
40240560000138,40240560,MATRIZ,C. GERLING,SIM,15000
40279046000106,40279046,MATRIZ,RKPINHEIRO LTDA,SIM,1000
40414919000146,40414919,MATRIZ,MADATECH SERVICOS DIGITAIS LTDA,NAO,15000
40452123000188,40452123,MATRIZ,MEGACHIPS CONSULTORIA EM TECNOLOGIA LTDA,NAO,5000
40499259000143,40499259,MATRIZ,DOUGLAS MARTINS CONSULTORIA DE TECNOLOGIA DA INFORMACAO LTDA,SIM,1000
40510812000100,40510812,MATRIZ,CECHET SOFTWARE SOLUTIONS LTDA,SIM,10000
40513322000159,40513322,MATRIZ,BAHDEV SERVICOS DE CONSULTORIA DE TI LTDA,SIM,1000
40572288000193,40572288,MATRIZ,VHL CONSULTORIA EM TI LTDA,SIM,10000
40589359000160,40589359,MATRIZ,N N SIEMIATKOWSKI CONSULTORIA LTDA,SIM,1000
40590793000160,40590793,MATRIZ,PSAINFO PRESTACAO DE SERVICOS DE INFORMATICA LTDA - SCP 003,NAO,20000
40654924000126,40654924,MATRIZ,DATA POCKET CONSULTORIA INTERDISCIPLINAR LTDA,SIM,3000
40672980000193,40672980,MATRIZ,APETIS CONSULTORIA LTDA,SIM,5000
40706960000196,40706960,MATRIZ,MONTEIRO CONSULTORIA EM TECNOLOGIA DA INFORMACAO LTDA,SIM,1000
40751154000130,40751154,MATRIZ,RUAN GERVASI LTDA,SIM,10000
40840011000102,40840011,MATRIZ,PUERARI SEGURANCA DA INFORMACAO LTDA,SIM,1000
40871094000199,40871094,MATRIZ,SPRO CONSULTORIA E INFORMATICA LTDA SCP (RRF),NAO,100
40877677000127,40877677,MATRIZ,"CARDOSO PEREIRA & SOFIA BAPTISTA - TECNOLOGIAS DA INFORMACAO, LDA DO BRASIL",NAO,30000
40879374000143,40879374,MATRIZ,TOOLS CONSULTORIA EM TECNOLOGIA DA INFORMACAO LTDA,SIM,5000
40894681000101,40894681,MATRIZ,LLB SOLUCOES EM MULTIMIDIA LTDA,SIM,1000
40909361000170,40909361,MATRIZ,C XAVIER DA SILVA - CONSULTORIA,SIM,10000
40942231000139,40942231,MATRIZ,VELVET DESENVOLVIMENTO DE SOFTWARE LTDA,SIM,20000
40999862000194,40999862,MATRIZ,EVERTON SILVA ROSA CONSULTORIA,SIM,1000
41011151000122,41011151,MATRIZ,L&S CONSULTORIA EM TECNOLOGIA DA INFORMACAO LTDA,SIM,10000
41013081000141,41013081,MATRIZ,CASSIANO FORMOLO,SIM,100
41045580000110,41045580,MATRIZ,G.N.S SOLUCOES EM TECNOLOGIA DE INFORMACAO LTDA,NAO,10000
41069952000149,41069952,MATRIZ,HELIX LABORATORIES DESENVOLVIMENTO DE PROGRAMAS DE COMPUTADOR LTDA,SIM,1000
41132023000137,41132023,MATRIZ,CYNC TECNOLOGIA LTDA,SIM,1000
41138337000147,41138337,MATRIZ,GLA. SOLUTIONS LTDA,SIM,15000
41249650000152,41249650,MATRIZ,BIOSAT AGRICULTURA DE PRECISAO LTDA,SIM,1200
41273734000121,41273734,MATRIZ,HD DEVFORCE LTDA,SIM,10000
41368252000155,41368252,MATRIZ,REVIRAVOLTA LOCAL COMUNICACAO E TECNOLOGIA LTDA.,SIM,10000
41400372000192,41400372,MATRIZ,PRESSER CONSULTORIA E DESENVOLVIMENTO DE PROGRAMAS DE COMPUTADOR LTDA,SIM,1000
41418108000186,41418108,MATRIZ,IGREE SIGN INFORMATICA LTDA,NAO,10000
41497032000121,41497032,MATRIZ,RRD CONSULTORIA E INOVACAO LTDA,NAO,1000
56350820000168,56350820,MATRIZ,VON BARANOW INFORMATICA LTDA,SIM,50000
72457021000141,72457021,MATRIZ,CADS TREINAMENTO E ASSESSORIA LTDA,NAO,0
73212854000105,73212854,MATRIZ,H & G CONSULTORIA EM INFORMATICA,NAO,0
76362466000107,76362466,MATRIZ,TRIGE TECNOLOGIA DA INFORMACAO LTDA,NAO,0
76770585000190,76770585,MATRIZ,ENGESYS INFORMATICA LTDA,NAO,0
78267408000111,78267408,MATRIZ,SD SISTEMAS EIRELI,NAO,62500
79636379000180,79636379,MATRIZ,SOFT ONE CONSULTORIA EM TECNOLOGIA DA INFORMACAO EIRELI,NAO,565320
79850954000143,79850954,MATRIZ,E.R.B.INFORMATICA LTDA,NAO,12000
80005374000139,80005374,MATRIZ,DWM CONSULTORIA LTDA,NAO,10000
80095243000190,80095243,MATRIZ,COMPCENTER INFORMATICA LTDA,SIM,0
80921489000173,80921489,MATRIZ,MAPTRIZ CONSULTORIA E TECNOLOGIA LTDA,SIM,500000
81050932000140,81050932,MATRIZ,"RECANTO - CONSULTORIA, INFORMATICA E PROMOCOES LTDA",NAO,0
81236770000130,81236770,MATRIZ,ESFERA INFORMATICA EIRELI,NAO,100000
81530685000180,81530685,MATRIZ,JEFERSON PINHEIRO BERNARDO E CIA LTDA,SIM,30000
82160219000112,82160219,MATRIZ,CELTEC TECNOLOGIA EIRELI,NAO,100000
82525718000166,82525718,MATRIZ,BRIDGE CONSULTORIA E GESTAO LTDA,NAO,0
84785179000120,84785179,MATRIZ,J. S. MARINGA SOFTWARE LTDA,NAO,6000
85049070000197,85049070,MATRIZ,PRODIGIT SISTEMAS DE INFORMATICA LTDA.,NAO,60000
85274306000199,85274306,MATRIZ,MICROSERVICE TECNOLOGIA DA INFORMACAOLTDA,NAO,180000
85398345000106,85398345,MATRIZ,HOLISTIC - CONSULTORIA LTDA,SIM,0
85516912000173,85516912,MATRIZ,VALMELL SISTEMAS E SERVICOS DE INFORMATICA LTDA,SIM,0
86703337000180,86703337,MATRIZ,INTEROP INFORMATICA LTDA,NAO,546000
86861804000109,86861804,MATRIZ,SADI RICARDO DREWS & CIA LTDA,SIM,0
86954351000157,86954351,MATRIZ,COMPULOGICA SISTEMAS DE INFORMATICA LTDA,SIM,0
91031807000147,91031807,MATRIZ,BRODBECK CONSULTORES EM INFORMATICA LTDA,NAO,0
91229039000130,91229039,MATRIZ,SERRANA INFORMATICA LTDA,SIM,0
91454330000102,91454330,MATRIZ,SLIPACKA & CIA LTDA,NAO,0
92770122000185,92770122,MATRIZ,ARNOLD INFORMATICA LTDA,NAO,0
93317410000141,93317410,MATRIZ,SISNEMA SOLUCOES TECNOLOGICAS EM INFORMATICA LTDA,NAO,100000
93806560000119,93806560,MATRIZ,MOSER INFORMATICA LTDA,NAO,0
93861557000106,93861557,MATRIZ,SERVICE INFORMATICA LTDA,NAO,3505587
94057981000157,94057981,MATRIZ,PRO INFO CONSULTORIA E SISTEMAS EM INFORMATICA LTDA,NAO,0
94195419000190,94195419,MATRIZ,QUALITA INFORMATICA LTDA,NAO,0
94392966000165,94392966,MATRIZ,C.A. DA SILVA ORLING,NAO,20000
94515038000140,94515038,MATRIZ,VISAO INFORMATICA LTDA,NAO,0
95033668000141,95033668,MATRIZ,PROMIDIA SERVICOS DE INTEGRACAO EM TECNOLOGIA DA INFORMACAO EIRELI,NAO,120000
95125332000109,95125332,MATRIZ,CONNECTION CONECTIVIDADE E INTEGRACAO DE SISTEMAS LTDA,NAO,90000
95844288000197,95844288,MATRIZ,BOABASE CONSULTORIA E SISTEMAS LTDA,SIM,0
97530859000144,97530859,MATRIZ,V & M SOLUTIONS CONSULTORIA EM TECNOLOGIA LTDA,NAO,5000
